name,year,lowermiddlequarter,suburb,incomeperstudent,fulltimenonteachers,state,schooltype,uppermiddlequarter,netrecurrentincome,topquarter,schoolsector,capitalexpenditure,icseavalue,fulltimeteachers,location,totalenrollments,bottomquarter,schoolheading,studentteacherratio,type,ratio,tophalf,midics,readingyear3,writingyear3,spellingyear3,grammaryear3,numeracyyear3,readingyear5,writingyear5,spellingyear5,grammaryear5,numeracyyear5,readingyear7,writingyear7,spellingyear7,grammaryear7,numeracyyear7,readingyear9,writingyear9,spellingyear9,grammaryear9,numeracyyear9,_merge,missy3,missy5,missy7,missy9,rawy3agg,rawy5agg,rawy7agg,rawy9agg,y3aggregate,y5aggregate,y7aggregate,y9aggregate,reporticsea,incomequartile,y3quartile,y3agg10,ics10,fitted
St Joseph's School,2014,21,Tranmere,10294,4.2,SA,Primary,32,3016006,39,Non-government,70343,1074,15.5,Metropolitan,289,8,"St Joseph's School, Tranmere, SA",,Primary,18.64516068,1,above,404,409,412,417,353,496,472,506,481,472,561,540,574,573,544,,,,,,3,0,0,0,5,1995,2427,2792,,1995,2427,2792,,report ICSEA,1 (lowest income),4,19950,10740,"2,150.469238"
St Joseph's School,2014,26,Uralla,16621,1.5,NSW,Primary,14,847676,12,Non-government,4418,915,3.8,Provincial,37,47,"St Joseph's School, Uralla, NSW",,Primary,9.736842155,0,below,394,378,399,421,363,,,,,,,,,,,,,,,,3,0,5,5,5,1955,,,,1955,,,,report ICSEA,4 (highest income),4,19550,9150,"1,840.767822"
St Joseph's School,2014,29,Walgett,16527,6.6,NSW,Primary,27,3140071,12,Non-government,36860,907,11.1,Remote,184,32,"St Joseph's School, Walgett, NSW",,Primary,16.57657623,0,below,391,402,385,398,367,454,451,477,456,453,,,,,,,,,,,3,0,0,5,5,1943,2291,,,1943,2291,,,report ICSEA,4 (highest income),4,19430,9070,"1,825.185303"
St Joseph's School,2014,34,Warialda,20246,1.3,NSW,Primary,31,749105,13,Non-government,39529,996,1.8,Provincial,22,23,"St Joseph's School, Warialda, NSW",,Primary,12.22222233,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9960,"1,998.540283"
St Joseph's School,2014,36,Waroona,14904,5.9,WA,Primary,17,2056757,6,Non-government,66555,977,10.1,Provincial,128,41,"St Joseph's School, Waroona, WA",,Primary,12.67326736,0,below,416,411,399,417,349,458,437,465,446,421,,,,,,,,,,,3,0,0,5,5,1992,2227,,,1992,2227,,,report ICSEA,3,4,19920,9770,"1,961.53186"
St Joseph's School,2014,35,Wee Waa,13122,2.4,NSW,Primary,28,1469680,15,Non-government,15535,1001,7.8,Provincial,117,22,"St Joseph's School, Wee Waa, NSW",,Primary,15,0,below,430,403,439,456,417,517,466,486,523,479,,,,,,,,,,,3,0,0,5,5,2145,2471,,,2145,2471,,,report ICSEA,3,4,21450,10010,"2,008.279297"
St Joseph's School,2014,25,West Hindmarsh,10336,4.8,SA,Primary,34,2986994,28,Non-government,27395,1053,16.9,Metropolitan,302,13,"St Joseph's School, West Hindmarsh, SA",,Primary,17.86982155,1,above,423,385,383,399,377,489,442,501,482,457,558,542,565,547,546,,,,,,3,0,0,0,5,1967,2371,2758,,1967,2371,2758,,report ICSEA,1 (lowest income),4,19670,10530,"2,109.56543"
St Joseph's School,2014,31,West Tamworth,12796,2.6,NSW,Primary,27,1740242,16,Non-government,57533,983,8.8,Provincial,157,26,"St Joseph's School, West Tamworth, NSW",,Primary,17.84090996,0,below,405,354,382,396,387,499,458,507,503,485,,,,,,,,,,,3,0,0,5,5,1924,2452,,,1924,2452,,,report ICSEA,3,4,19240,9830,"1,973.21875"
St Joseph's School,2014,29,Wonthaggi,9893,5.7,VIC,Primary,37,2740292,21,Non-government,128308,1041,15.1,Provincial,271,13,"St Joseph's School, Wonthaggi, VIC",,Primary,17.94701958,1,above,425,408,388,439,421,538,478,516,515,506,,,,,,,,,,,3,0,0,5,5,2081,2553,,,2081,2553,,,report ICSEA,1 (lowest income),4,20810,10410,"2,086.19165"
St Joseph's School,2014,20,Wyndham,30192,7.3,WA,Primary,7,2128525,0,Non-government,34709,699,7,Very Remote,67,74,"St Joseph's School, Wyndham, WA",,Primary,9.571428299,0,below,,,,,,318,404,350,351,360,442,417,500,436,450,,,,,,3,5,0,0,5,,1783,2245,,,1783,2245,,report ICSEA,4 (highest income),,,6990,"1,420.041138"
St Joseph's School,2014,30,Yarra Junction,11367,3,VIC,Primary,33,1841503,17,Non-government,95054,1032,11.2,Metropolitan,161,19,"St Joseph's School, Yarra Junction, VIC",,Primary,14.375,0,above,404,350,381,393,382,539,467,482,512,485,,,,,,,,,,,3,0,0,5,5,1910,2485,,,1910,2485,,,report ICSEA,2,4,19100,10320,"2,068.661377"
St Joseph's Tobruk Memorial School,2014,36,Beenleigh,8912,11.7,QLD,Primary,32,3769712,12,Non-government,153653,1019,21.9,Metropolitan,410,19,"St Joseph's Tobruk Memorial School, Beenleigh, QLD",,Primary,18.72146034,0,above,408,410,395,412,406,480,474,495,480,453,536,513,546,530,517,,,,,,3,0,0,0,5,2031,2382,2642,,2031,2382,2642,,report ICSEA,1 (lowest income),4,20310,10190,"2,043.339844"
St Jude the Apostle School,2014,23,Scoresby,9149,5.4,VIC,Primary,38,2763086,31,Non-government,132585,1068,18.5,Metropolitan,309,9,"St Jude the Apostle School, Scoresby, VIC",,Primary,16.70270348,1,above,432,375,421,436,410,533,495,514,538,509,,,,,,,,,,,3,0,0,5,5,2074,2589,,,2074,2589,,,report ICSEA,1 (lowest income),4,20740,10680,"2,138.782471"
St Jude's Catholic School,2014,29,Langford,11932,5,WA,Primary,30,2171698,20,Non-government,184754,1029,11.7,Metropolitan,179,21,"St Jude's Catholic School, Langford, WA",,Primary,15.2991457,0,above,420,424,444,435,384,479,485,507,489,475,,,,,,,,,,,3,0,0,5,5,2107,2435,,,2107,2435,,,report ICSEA,2,4,21070,10290,"2,062.817871"
St Jude's Primary School,2014,16,Holder,9851,3.5,ACT,Primary,33,3053755,48,Non-government,40942,1101,18.2,Metropolitan,325,3,"St Jude's Primary School, Holder, ACT",,Primary,17.8571434,1,above,435,404,412,445,422,516,454,517,529,500,,,,,,,,,,,3,0,0,5,5,2118,2516,,,2118,2516,,,report ICSEA,1 (lowest income),4,21180,11010,"2,203.060059"
St Jude's School,2014,36,Langwarrin,9478,5.1,VIC,Primary,33,2483251,18,Non-government,123503,1036,16,Metropolitan,252,14,"St Jude's School, Langwarrin, VIC",,Primary,15.75,1,above,415,369,416,415,370,498,454,477,476,467,,,,,,,,,,,3,0,0,5,5,1985,2372,,,1985,2372,,,report ICSEA,1 (lowest income),4,19850,10360,"2,076.452637"
St Justin's Catholic Primary School,2014,31,Oran Park,8836,7.7,NSW,Primary,34,3366375,25,Non-government,5673213,1048,24.4,Metropolitan,544,10,"St Justin's Catholic Primary School, Oran Park, NSW",,Primary,22.29508209,1,above,405,418,409,413,382,513,488,493,508,497,,,,,,,,,,,3,0,0,5,5,2027,2499,,,2027,2499,,,report ICSEA,1 (lowest income),4,20270,10480,"2,099.826416"
St Justin's Primary School,2014,15,Wheelers Hill,8699,6,VIC,Primary,36,3201367,46,Non-government,305722,1105,20.6,Metropolitan,362,3,"St Justin's Primary School, Wheelers Hill, VIC",,Primary,17.57281494,1,above,452,432,452,494,393,543,530,547,550,511,,,,,,,,,,,3,0,0,5,5,2223,2681,,,2223,2681,,,report ICSEA,1 (lowest income),4,22230,11050,"2,210.851318"
St Kevin's Catholic Primary School,2014,23,Dee Why,13982,1.4,NSW,Primary,33,1873568,34,Non-government,13852,1063,10.6,Metropolitan,134,10,"St Kevin's Catholic Primary School, Dee Why, NSW",,Primary,12.64150906,1,above,407,395,442,425,402,496,476,501,502,523,,,,,,,,,,,3,0,0,5,5,2071,2498,,,2071,2498,,,report ICSEA,3,4,20710,10630,"2,129.043457"
St Kevin's Catholic Primary School,2014,10,Eastwood,9330,4.6,NSW,Primary,29,3769366,59,Non-government,89828,1139,19.3,Metropolitan,413,1,"St Kevin's Catholic Primary School, Eastwood, NSW",,Primary,21.39896393,1,above,477,435,471,493,436,549,527,519,558,546,,,,,,,,,,,3,0,0,5,5,2312,2699,,,2312,2699,,,report ICSEA,1 (lowest income),4,23120,11390,"2,277.076904"
St Kevin's College Heyington,2014,3,Toorak,20861,59.6,VIC,Combined,17,40514784,79,Non-government,3634466,1190,165.6,Metropolitan,1976,1,"St Kevin's College Heyington, Toorak, VIC",,Combined,11.93236732,1,above,489,428,453,481,464,579,513,534,569,576,613,571,587,612,617,648,625,629,653,682,3,0,0,0,0,2315,2771,3000,3237,2315,2771,3000,3237,report ICSEA,4 (highest income),4,23150,11900,"2,376.415039"
St Kevin's Parish School,2014,11,Ormond,10090,1.9,VIC,Primary,28,1715326,57,Non-government,65991,1109,11.9,Metropolitan,181,3,"St Kevin's Parish School, Ormond, VIC",,Primary,15.21008396,1,above,454,435,454,479,429,515,491,522,511,499,,,,,,,,,,,3,0,0,5,5,2251,2538,,,2251,2538,,,report ICSEA,1 (lowest income),4,22510,11090,"2,218.642578"
St Kevin's Primary School,2014,26,Cardiff,12133,1.7,NSW,Primary,38,1164732,22,Non-government,7184,1027,6.6,Metropolitan,106,15,"St Kevin's Primary School, Cardiff, NSW",,Primary,16.060606,1,above,380,426,388,403,400,507,483,491,514,483,,,,,,,,,,,3,0,0,5,5,1997,2478,,,1997,2478,,,report ICSEA,2,4,19970,10270,"2,058.922363"
St Kevin's Primary School,2014,29,Hampton Park,8130,7,VIC,Primary,33,4943071,20,Non-government,286495,1031,35.5,Metropolitan,598,19,"St Kevin's Primary School, Hampton Park, VIC",,Primary,16.84506989,1,above,421,438,436,424,394,493,488,509,497,471,,,,,,,,,,,3,0,0,5,5,2113,2458,,,2113,2458,,,report ICSEA,1 (lowest income),4,21130,10310,"2,066.713623"
St Kevin's School,2014,21,Benowa,9673,13.4,QLD,Primary,35,6190451,37,Non-government,269990,1082,33.4,Metropolitan,649,6,"St Kevin's School, Benowa, QLD",,Primary,19.43113708,1,above,423,411,428,452,422,508,479,508,517,504,563,541,565,569,582,,,,,,3,0,0,0,5,2136,2516,2820,,2136,2516,2820,,report ICSEA,1 (lowest income),4,21360,10820,"2,166.051758"
St Kevin's School,2014,21,Geebung,9827,8.1,QLD,Primary,36,3406013,38,Non-government,89570,1080,18.7,Metropolitan,343,5,"St Kevin's School, Geebung, QLD",,Primary,18.3422451,1,above,448,439,446,460,420,497,479,505,498,484,541,520,546,529,534,,,,,,3,0,0,0,5,2213,2463,2670,,2213,2463,2670,,report ICSEA,1 (lowest income),4,22130,10800,"2,162.15625"
St Kevin's School,2014,15,Lower Templestowe,11629,3,VIC,Primary,37,1907191,45,Non-government,121050,1078,11.7,Metropolitan,151,3,"St Kevin's School, Lower Templestowe, VIC",,Primary,12.90598297,1,above,467,402,448,454,427,517,506,518,538,491,,,,,,,,,,,3,0,0,5,5,2198,2570,,,2198,2570,,,report ICSEA,2,4,21980,10780,"2,158.260498"
St Kieran Catholic Primary School,2014,25,Tuart Hill,12355,26.2,WA,Primary,29,5569826,25,Non-government,69490,1039,26.1,Metropolitan,444,21,"St Kieran Catholic Primary School, Tuart Hill, WA",,Primary,17.01149368,1,above,404,395,401,409,374,446,454,472,450,443,,,,,,,,,,,3,0,0,5,5,1983,2265,,,1983,2265,,,report ICSEA,2,4,19830,10390,"2,082.296143"
St Kieran's Catholic Primary School,2014,9,Manly Vale,10087,2.6,NSW,Primary,28,3580938,62,Non-government,46755,1142,17,Metropolitan,341,1,"St Kieran's Catholic Primary School, Manly Vale, NSW",,Primary,20.05882263,1,above,467,452,445,486,443,560,512,522,560,532,,,,,,,,,,,3,0,0,5,5,2293,2686,,,2293,2686,,,report ICSEA,1 (lowest income),4,22930,11420,"2,282.92041"
St Kieran's Primary School,2014,34,Moe,12387,3.6,VIC,Primary,29,1684642,10,Non-government,383571,962,9,Provincial,128,27,"St Kieran's Primary School, Moe, VIC",,Primary,14.22222233,0,below,431,395,374,399,405,506,471,456,498,487,,,,,,,,,,,3,0,0,5,5,2004,2418,,,2004,2418,,,report ICSEA,2,4,20040,9620,"1,932.314819"
St Kieran's School,2014,21,Brighton,9059,10.5,QLD,Primary,36,3244954,35,Non-government,254974,1069,23.2,Metropolitan,399,8,"St Kieran's School, Brighton, QLD",,Primary,17.19827652,1,above,428,419,412,446,402,474,446,470,496,453,521,514,510,524,492,,,,,,3,0,0,0,5,2107,2339,2561,,2107,2339,2561,,report ICSEA,1 (lowest income),4,21070,10690,"2,140.730225"
St Kieran's School,2014,35,Mount Isa,11219,9.7,QLD,Primary,26,2243869,16,Non-government,1082868,980,14.1,Remote,179,23,"St Kieran's School, Mount Isa, QLD",,Primary,12.69503593,0,below,380,344,356,412,363,487,413,472,478,456,474,465,483,493,498,,,,,,3,0,0,0,5,1855,2306,2413,,1855,2306,2413,,report ICSEA,2,4,18550,9800,"1,967.375366"
St Kilda Park Primary School,2014,6,St Kilda,8461,4.2,VIC,Primary,23,2758182,69,Government,11331,1153,19.4,Metropolitan,334,2,"St Kilda Park Primary School, St Kilda, VIC",,Primary,17.21649551,1,above,472,415,413,467,411,542,488,508,534,497,,,,,,,,,,,3,0,0,5,5,2178,2569,,,2178,2569,,,report ICSEA,1 (lowest income),4,21780,11530,"2,304.346191"
St Kilda Primary School,2014,8,St Kilda,10814,7.9,VIC,Primary,23,5244726,64,Government,80530,1139,31.3,Metropolitan,505,4,"St Kilda Primary School, St Kilda, VIC",,Primary,16.13418579,1,above,462,430,437,461,436,558,468,519,550,504,,,,,,,,,,,3,0,0,5,5,2226,2599,,,2226,2599,,,report ICSEA,2,4,22260,11390,"2,277.076904"
St Kilian's Primary School,2014,24,Bendigo,9204,3.9,VIC,Primary,32,2624916,35,Non-government,38996,1074,17.3,Provincial,286,9,"St Kilian's Primary School, Bendigo, VIC",,Primary,16.53179169,1,above,443,436,404,453,449,513,461,495,486,480,,,,,,,,,,,3,0,0,5,5,2185,2435,,,2185,2435,,,report ICSEA,1 (lowest income),4,21850,10740,"2,150.469238"
St Laurence O'Toole Primary School,2014,31,Leongatha,11048,4.8,VIC,Primary,30,2253714,19,Non-government,41102,994,13.5,Provincial,211,20,"St Laurence O'Toole Primary School, Leongatha, VIC",,Primary,15.62963009,0,below,415,427,409,442,427,471,446,457,477,473,,,,,,,,,,,3,0,0,5,5,2120,2324,,,2120,2324,,,report ICSEA,2,4,21200,9940,"1,994.644653"
St Laurence's College,2014,19,South Brisbane,13399,60.9,QLD,Combined,31,21009746,44,Non-government,4461006,1094,122.2,Metropolitan,1580,6,"St Laurence's College, South Brisbane, QLD",,Combined,12.9296236,1,above,,,,,,527,476,498,520,510,551,502,538,547,563,583,544,592,584,613,3,5,0,0,0,,2531,2701,2916,,2531,2701,2916,report ICSEA,3,,,10940,"2,189.425537"
St Laurence's Primary School,2014,31,Dubbo,12151,4.1,NSW,Primary,31,2484878,24,Non-government,359451,1028,11,Provincial,209,15,"St Laurence's Primary School, Dubbo, NSW",,Primary,19,1,above,429,419,395,405,382,485,455,492,489,482,,,,,,,,,,,3,0,0,5,5,2030,2403,,,2030,2403,,,report ICSEA,2,4,20300,10280,"2,060.870117"
St Laurence's Primary School,2014,28,Forbes,11414,7.1,NSW,Primary,32,3218868,22,Non-government,509,1028,16.6,Provincial,277,18,"St Laurence's Primary School, Forbes, NSW",,Primary,16.6867466,1,above,404,363,400,428,394,473,443,469,464,443,,,,,,,,,,,3,0,0,5,5,1989,2292,,,1989,2292,,,report ICSEA,2,4,19890,10280,"2,060.870117"
St Lawrence Primary School,2014,30,Balcatta,10483,5.7,WA,Primary,27,2170049,22,Non-government,106549,1033,11,Metropolitan,208,20,"St Lawrence Primary School, Balcatta, WA",,Primary,18.90909004,0,above,401,444,419,424,411,503,480,536,514,484,,,,,,,,,,,3,0,0,5,5,2099,2517,,,2099,2517,,,report ICSEA,2,4,20990,10330,"2,070.609131"
St Lawrence School,2014,26,Derrimut,10115,8.6,VIC,Primary,27,2801817,22,Non-government,1058752,1023,19.1,Metropolitan,329,25,"St Lawrence School, Derrimut, VIC",,Primary,17.22513008,0,above,442,433,449,430,404,481,470,506,480,447,,,,,,,,,,,3,0,0,5,5,2158,2384,,,2158,2384,,,report ICSEA,1 (lowest income),4,21580,10230,"2,051.131104"
St Lawrence State School,2014,45,St Lawrence,29355,1.3,QLD,Primary,30,293548,0,Government,1002,974,1.2,Remote,8,25,"St Lawrence State School, St Lawrence, QLD",,Primary,6.666666508,0,below,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,,,,,,,,,report ICSEA,4 (highest income),,,9740,"1,955.688477"
St Lawrence's Primary School,2014,24,Coonabarabran,15516,3.4,NSW,Primary,26,1598169,27,Non-government,39820,988,8.6,Provincial,112,23,"St Lawrence's Primary School, Coonabarabran, NSW",,Primary,13.02325535,1,below,419,414,382,403,392,474,423,463,458,451,,,,,,,,,,,3,0,0,5,5,2010,2269,,,2010,2269,,,report ICSEA,3,4,20100,9880,"1,982.957764"
St Lawrence's School,2014,34,Bluff Point,9330,16.5,WA,Primary,30,4217213,12,Non-government,1192196,998,23.4,Provincial,470,24,"St Lawrence's School, Bluff Point, WA",,Primary,20.0854702,0,below,401,408,376,401,377,498,461,469,478,473,,,,,,,,,,,3,0,0,5,5,1963,2379,,,1963,2379,,,report ICSEA,1 (lowest income),4,19630,9980,"2,002.435913"
St Leo the Great School,2014,24,Altona North,10052,3,VIC,Primary,34,2050552,23,Non-government,103408,1000,14.8,Metropolitan,200,19,"St Leo the Great School, Altona North, VIC",,Primary,13.51351357,1,below,433,459,446,448,421,544,511,526,543,524,,,,,,,,,,,3,0,0,5,5,2207,2648,,,2207,2648,,,report ICSEA,1 (lowest income),4,22070,10000,"2,006.331543"
St Leo's Catholic College,2014,16,Wahroonga,16153,17.4,NSW,Secondary,35,14860599,43,Non-government,1364886,1098,69.9,Metropolitan,898,5,"St Leo's Catholic College, Wahroonga, NSW",,Secondary,12.84692383,1,above,,,,,,,,,,,558,529,562,564,560,612,575,605,598,616,3,5,5,0,0,,,2773,3006,,,2773,3006,report ICSEA,3,,,10980,"2,197.216797"
St Leonard's College,2014,6,Brighton East,21592,59.5,VIC,Combined,23,28782575,69,Non-government,4280136,1162,148.9,Metropolitan,1341,2,"St Leonard's College, Brighton East, VIC",,Combined,9.006044388,1,above,492,442,446,488,469,576,534,537,612,564,606,563,588,601,602,631,604,614,630,658,3,0,0,0,0,2337,2823,2960,3137,2337,2823,2960,3137,report ICSEA,4 (highest income),4,23370,11620,"2,321.876465"
St Leonard's Parish Primary School,2014,9,Glen Waverley,8582,5.4,VIC,Primary,29,2437381,60,Non-government,281242,1131,17.8,Metropolitan,287,2,"St Leonard's Parish Primary School, Glen Waverley, VIC",,Primary,16.12359619,1,above,473,446,474,483,470,530,516,529,532,531,,,,,,,,,,,3,0,0,5,5,2346,2638,,,2346,2638,,,report ICSEA,1 (lowest income),4,23460,11310,"2,261.494385"
St Leonards Primary School,2014,25,Glenelg North,9847,5,SA,Primary,34,3072229,27,Government,0,1048,17.6,Metropolitan,322,14,"St Leonards Primary School, Glenelg North, SA",,Primary,18.29545403,1,above,398,385,408,407,394,489,445,499,486,480,553,524,565,552,555,,,,,,3,0,0,0,5,1992,2399,2749,,1992,2399,2749,,report ICSEA,1 (lowest income),4,19920,10480,"2,099.826416"
St Leonards Primary School,2014,29,St Leonards,12210,7.9,TAS,Primary,14,2747151,4,Government,0,948,15.6,Provincial,250,52,"St Leonards Primary School, St Leonards, TAS",,Primary,16.02564049,0,below,404,393,393,411,390,466,464,479,461,460,,,,,,,,,,,3,0,0,5,5,1991,2330,,,1991,2330,,,report ICSEA,2,4,19910,9480,"1,905.04541"
St Leonards Primary School,2014,31,St Leonards,13505,1.3,VIC,Primary,19,1066907,4,Government,21896,955,8,Provincial,78,46,"St Leonards Primary School, St Leonards, VIC",,Primary,9.75,0,below,414,415,389,406,362,499,491,512,509,518,,,,,,,,,,,3,0,0,5,5,1986,2529,,,1986,2529,,,report ICSEA,3,4,19860,9550,"1,918.680176"
St Liborius' School,2014,35,Eaglehawk,10666,3.8,VIC,Primary,30,2495858,15,Non-government,175860,1017,16.8,Provincial,243,19,"St Liborius' School, Eaglehawk, VIC",,Primary,14.46428585,0,above,406,415,370,376,358,518,476,462,494,464,,,,,,,,,,,3,0,0,5,5,1925,2414,,,1925,2414,,,report ICSEA,2,4,19250,10170,"2,039.444214"
St Louis de Montfort's Primary School,2014,16,Aspendale,7689,15.1,VIC,Primary,35,5708176,46,Non-government,629361,1107,40.3,Metropolitan,755,3,"St Louis de Montfort's Primary School, Aspendale, VIC",,Primary,18.73449135,1,above,460,448,445,479,443,507,488,503,505,500,,,,,,,,,,,3,0,0,5,5,2275,2503,,,2275,2503,,,report ICSEA,1 (lowest income),4,22750,11070,"2,214.74707"
St Lucy's School,2014,,Wahroonga,31920,38.7,NSW,Special,,5234920,,Non-government,1119987,,19.3,Metropolitan,145,,"St Lucy's School, Wahroonga, NSW",,Special,7.512953281,1,above,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,,,,,,,,,no ICSEA,4 (highest income),,,,
St Luke the Evangelist School,2014,13,Blackburn South,10465,2.2,VIC,Primary,33,1977834,50,Non-government,131509,1080,13.5,Metropolitan,197,3,"St Luke the Evangelist School, Blackburn South, VIC",,Primary,14.59259224,1,above,454,430,440,472,415,539,512,533,550,507,,,,,,,,,,,3,0,0,5,5,2211,2641,,,2211,2641,,,report ICSEA,2,4,22110,10800,"2,162.15625"
St Luke's Anglican School,2014,20,Kalkie,13320,35.9,QLD,Combined,32,11082040,40,Non-government,501158,1085,60.1,Provincial,832,7,"St Luke's Anglican School, Kalkie, QLD",,Combined,13.8435936,1,above,449,435,436,470,421,518,474,500,529,495,550,523,539,551,554,600,564,602,599,608,3,0,0,0,0,2211,2516,2717,2973,2211,2516,2717,2973,report ICSEA,3,4,22110,10850,"2,171.895264"
St Luke's Catholic Parish School,2014,27,Capalaba,9630,8.5,QLD,Primary,37,3360924,26,Non-government,218726,1057,20.4,Metropolitan,358,10,"St Luke's Catholic Parish School, Capalaba, QLD",,Primary,17.54901886,1,above,421,398,397,431,398,504,456,497,496,484,524,512,509,513,514,,,,,,3,0,0,0,5,2045,2437,2572,,2045,2437,2572,,report ICSEA,1 (lowest income),4,20450,10570,"2,117.356689"
St Luke's Catholic Primary School,2014,25,Revesby,9174,6.2,NSW,Primary,32,5651221,32,Non-government,83466,1067,28.3,Metropolitan,614,11,"St Luke's Catholic Primary School, Revesby, NSW",,Primary,21.69611359,1,above,427,426,451,457,419,493,473,514,511,508,,,,,,,,,,,3,0,0,5,5,2180,2499,,,2180,2499,,,report ICSEA,1 (lowest income),4,21800,10670,"2,136.834717"
St Luke's Catholic Primary School,2014,31,Shepparton,10266,2.9,VIC,Primary,33,2063435,27,Non-government,440461,1044,11.5,Provincial,214,9,"St Luke's Catholic Primary School, Shepparton, VIC",,Primary,18.60869598,1,above,418,411,428,424,427,470,453,463,455,476,,,,,,,,,,,3,0,0,5,5,2108,2317,,,2108,2317,,,report ICSEA,1 (lowest income),4,21080,10440,"2,092.035156"
St Luke's Catholic Primary School,2014,24,Woodvale,9795,9.9,WA,Primary,35,3914187,32,Non-government,589520,1070,20,Metropolitan,399,9,"St Luke's Catholic Primary School, Woodvale, WA",,Primary,19.95000076,1,above,438,465,440,460,423,514,504,515,536,503,,,,,,,,,,,3,0,0,5,5,2226,2572,,,2226,2572,,,report ICSEA,1 (lowest income),4,22260,10700,"2,142.677979"
St Luke's College,2014,29,Karratha,18856,11,WA,Secondary,39,6863535,19,Non-government,3206680,1026,32.4,Remote,361,13,"St Luke's College, Karratha, WA",,Secondary,11.1419754,1,above,,,,,,,,,,,,,,,,584,549,575,573,568,3,5,5,5,0,,,,2849,,,,2849,report ICSEA,4 (highest income),,,10260,"2,056.974609"
St Luke's Grammar School,2014,8,Dee Why,20082,33.4,NSW,Combined,28,18374965,62,Non-government,27753339,1137,80.2,Metropolitan,922,2,"St Luke's Grammar School, Dee Why, NSW",,Combined,11.49625969,1,above,459,437,435,476,437,552,520,533,550,517,605,560,573,599,606,625,598,614,617,631,3,0,0,0,0,2244,2672,2943,3085,2244,2672,2943,3085,report ICSEA,4 (highest income),4,22440,11370,"2,273.181152"
St Luke's Primary School,2014,30,Lalor,9366,4.9,VIC,Primary,24,3210614,14,Non-government,370399,997,21.6,Metropolitan,338,32,"St Luke's Primary School, Lalor, VIC",,Primary,15.64814854,0,below,389,421,397,416,368,480,459,493,486,465,,,,,,,,,,,3,0,0,5,5,1991,2383,,,1991,2383,,,report ICSEA,1 (lowest income),4,19910,9970,"2,000.488037"
